,Kecamatan,Kecamatan Latitude,Kecamatan Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
441,KEBAYORAN LAMA,-6.243886,106.7798594,The Butcher,-6.245440852585983,106.7837312882663,Steakhouse
442,KEBAYORAN LAMA,-6.243886,106.7798594,Lokananta Terrace Resto,-6.24446319367225,106.78422759861924,Steakhouse
443,KEBAYORAN LAMA,-6.243886,106.7798594,Kopi Tiam,-6.244585009772169,106.78381141740951,Restaurant
444,KEBAYORAN LAMA,-6.243886,106.7798594,Délifrance,-6.2443935785652736,106.7842265192346,Deli / Bodega
445,KEBAYORAN LAMA,-6.243886,106.7798594,The Coffee Bean & Tea Leaf,-6.243164671283175,106.78343446509118,Coffee Shop
446,KEBAYORAN LAMA,-6.243886,106.7798594,iBox,-6.244081273768176,106.78367614746094,Electronics Store
447,KEBAYORAN LAMA,-6.243886,106.7798594,Seskoal Driving Range,-6.242681912699012,106.7760200739194,Golf Course
448,MAMPANG PRAPATAN,-6.249373599999999,106.8218597,Kedai Betawi Bang Adi,-6.24844,106.824555,Indonesian Restaurant
449,MAMPANG PRAPATAN,-6.249373599999999,106.8218597,McDonald's Mampang,-6.2492266,106.82572,Fast Food Restaurant
450,MAMPANG PRAPATAN,-6.249373599999999,106.8218597,KFC,-6.251491957183136,106.82142416709696,Fast Food Restaurant
451,MAMPANG PRAPATAN,-6.249373599999999,106.8218597,Mie Ayam Dedy,-6.248139372787728,106.8248752873399,Noodle House
452,MAMPANG PRAPATAN,-6.249373599999999,106.8218597,Ayam Penyet 'Everest',-6.248581857860788,106.82620404030118,Indonesian Restaurant
453,PANCORAN,-6.2532977,106.84497749999998,Sate Khas Senayan,-6.252984851450887,106.84262623201548,Indonesian Restaurant
454,PANCORAN,-6.2532977,106.84497749999998,Lontong Sayur Kalibata,-6.255600990026926,106.84414610121404,Asian Restaurant
455,PANCORAN,-6.2532977,106.84497749999998,Super Indo,-6.253016210071208,106.84271835153096,Supermarket
456,PANCORAN,-6.2532977,106.84497749999998,Slank Residence,-6.255279601451085,106.84281349182129,Music Venue
457,PANCORAN,-6.2532977,106.84497749999998,Mie Aceh Jaly Jaly,-6.250928175237112,106.84268482676401,Acehnese Restaurant
458,PANCORAN,-6.2532977,106.84497749999998,Warung Arbaya,-6.2552156,106.84639,Food Court
459,PANCORAN,-6.2532977,106.84497749999998,Roti Bakar Eddy,-6.2518412,106.8427309,Food Stand
460,PANCORAN,-6.2532977,106.84497749999998,Restoran Datuk Padang,-6.249829863295785,106.842866380564,Padangnese Restaurant
461,PANCORAN,-6.2532977,106.84497749999998,Pusat Kuliner Jajan Makan TMP Kalibata,-6.255464081008418,106.84707304404581,Street Food Gathering
462,PANCORAN,-6.2532977,106.84497749999998,Sate Kambing Ibu Yanti,-6.253544122963486,106.84069119497953,Steakhouse
463,PANCORAN,-6.2532977,106.84497749999998,McDonald's,-6.2502136,106.842865,Fast Food Restaurant
464,PANCORAN,-6.2532977,106.84497749999998,"Rumah Makan Padang ""Minang Raya""",-6.2534997412322975,106.84204524935534,Restaurant
465,PANCORAN,-6.2532977,106.84497749999998,Roti Comel Cadbury - Pancoran,-6.25017241938166,106.84272516053595,Indonesian Restaurant
466,PANCORAN,-6.2532977,106.84497749999998,Bebek Jumbo,-6.253796155697485,106.8427366844721,Javanese Restaurant
467,PANCORAN,-6.2532977,106.84497749999998,Pecel Pincuk Kalibata,-6.255357580767697,106.84825330175245,Indonesian Restaurant
468,PANCORAN,-6.2532977,106.84497749999998,Universitas Trilogi,-6.253209692203039,106.8494840495932,University
469,PASAR MINGGU,-6.2856421,106.8297347,Gaban Music Studio,-6.286558583852291,106.83182589599645,Music Store
470,PASAR MINGGU,-6.2856421,106.8297347,Hoka Hoka Bento 24 hrs,-6.286079196416803,106.82980411493031,Japanese Restaurant
471,PASAR MINGGU,-6.2856421,106.8297347,Bubur Ayam Sinar Garut,-6.28601468575862,106.83063111263762,Food Truck
472,PASAR MINGGU,-6.2856421,106.8297347,"Bakso Kota Cak Man, Pasar Minggu",-6.28602,106.834,Fast Food Restaurant
473,PASAR MINGGU,-6.2856421,106.8297347,Kedai Ina,-6.285715808963895,106.8291680048674,Breakfast Spot
474,PASAR MINGGU,-6.2856421,106.8297347,Bakmi Bangka Ragunan,-6.286085861807782,106.83062063689793,Asian Restaurant
475,PASAR MINGGU,-6.2856421,106.8297347,Circle K,-6.286106,106.833022,Convenience Store
476,PASAR MINGGU,-6.2856421,106.8297347,Circle K,-6.286197857945756,106.8307758126767,Convenience Store
477,PASAR MINGGU,-6.2856421,106.8297347,Halte TransJakarta Jatipadang,-6.285517955057638,106.82624929726447,Bus Station
478,PASAR MINGGU,-6.2856421,106.8297347,SMAN 28 Jakarta,-6.285917211151082,106.83334012419738,High School
479,PASAR MINGGU,-6.2856421,106.8297347,Hoka Hoka Bento,-6.286063986246172,106.8297259850722,Japanese Restaurant
480,PESANGGRAHAN,-6.2488302000000004,106.759631,Restoran Putra Minang,-6.248879,106.756628,Indonesian Restaurant
481,PESANGGRAHAN,-6.2488302000000004,106.759631,"Bakso Sehat Bakso Atom ""Pesanggrahan""",-6.250309706558244,106.75972938537598,Noodle House
482,PESANGGRAHAN,-6.2488302000000004,106.759631,Mie Aceh Bang Jaly,-6.245723710157699,106.75685405731201,Noodle House
483,PESANGGRAHAN,-6.2488302000000004,106.759631,Siomay & Batagor CHIP,-6.251589512333446,106.7565107345581,Food Truck
484,PESANGGRAHAN,-6.2488302000000004,106.759631,Warkop Pusing Aing,-6.246475745489233,106.76306850255763,Noodle House
485,SETIA BUDI,-6.2196,106.8326,Carl's Jr.,-6.219847487912795,106.83334828819707,Fast Food Restaurant
486,SETIA BUDI,-6.2196,106.8326,Caribou Coffee,-6.219847468061142,106.83342885242747,Coffee Shop
487,SETIA BUDI,-6.2196,106.8326,Bluegrass Bar & Grill,-6.219456372343262,106.83436519174951,Bar
488,SETIA BUDI,-6.2196,106.8326,Starbucks,-6.220910681771021,106.83248442748199,Coffee Shop
489,SETIA BUDI,-6.2196,106.8326,Lucky Cat Coffee & Kitchen,-6.221703237484325,106.83349504367631,Coffee Shop
490,SETIA BUDI,-6.2196,106.8326,Bebek Kuningan,-6.221708760352391,106.83336865649945,Asian Restaurant
491,SETIA BUDI,-6.2196,106.8326,Citadines Rasuna Jakarta,-6.21938445973599,106.83209432936471,Hotel
492,SETIA BUDI,-6.2196,106.8326,Trattoria Cucina Italiana,-6.2193827791754765,106.83342044400575,Italian Restaurant
493,SETIA BUDI,-6.2196,106.8326,Otel Lobby,-6.219003321003167,106.83423627378728,Gastropub
494,SETIA BUDI,-6.2196,106.8326,pokenbir,-6.216982258132307,106.83015716002771,BBQ Joint
495,SETIA BUDI,-6.2196,106.8326,Pizza Barboni,-6.221866885784979,106.83285089003114,Pizza Place
496,SETIA BUDI,-6.2196,106.8326,The Grove Suites by Grand Aston,-6.21755937001393,106.83422691390841,Hotel
497,SETIA BUDI,-6.2196,106.8326,Warunk Upnormal,-6.221716846198391,106.83254255210626,Café
498,SETIA BUDI,-6.2196,106.8326,The Westin Jakarta,-6.2237853580034885,106.83355459069595,Hotel
499,SETIA BUDI,-6.2196,106.8326,Usmar Ismail Hall,-6.22198654871735,106.83315883547672,Concert Hall
500,SETIA BUDI,-6.2196,106.8326,Saigon Cafe,-6.219823311501241,106.83335044477366,Vietnamese Restaurant
501,SETIA BUDI,-6.2196,106.8326,Food Colony,-6.221599831732492,106.83378711229922,Food Court
502,SETIA BUDI,-6.2196,106.8326,Elite Club Epicentrum,-6.2200965364021155,106.83451708523731,Gym
503,SETIA BUDI,-6.2196,106.8326,Decanter Wine House,-6.216386022056447,106.83107497752523,Wine Bar
504,SETIA BUDI,-6.2196,106.8326,MMC Coffee Shop & Cafeteria,-6.220212545504833,106.83240628712849,Coffee Shop
505,SETIA BUDI,-6.2196,106.8326,Domino's Pizza,-6.218548,106.83509,Pizza Place
506,SETIA BUDI,-6.2196,106.8326,Aphrodite Bar & Restaurant,-6.220144353469989,106.83449565367893,Sports Bar
507,SETIA BUDI,-6.2196,106.8326,Dim Sum Inc.,-6.22184037675056,106.8331117454584,Dim Sum Restaurant
508,SETIA BUDI,-6.2196,106.8326,Starbucks,-6.221800405196635,106.8316912606059,Coffee Shop
509,SETIA BUDI,-6.2196,106.8326,Swimming Pool Apartment Taman Rasuna,-6.218057569121721,106.83679461479187,Pool
510,SETIA BUDI,-6.2196,106.8326,Pizza Hut,-6.220771054116616,106.83229655671988,Pizza Place
511,SETIA BUDI,-6.2196,106.8326,JS Luwansa Hotel & Convention Center,-6.223227770252114,106.83283783927233,Hotel
512,SETIA BUDI,-6.2196,106.8326,Bebek Bengil - Dirty Duck Diner,-6.217795432453454,106.83535358328169,Balinese Restaurant
513,SETIA BUDI,-6.2196,106.8326,GOR Soemantri Brodjonegoro,-6.22180117351063,106.8336732896983,Stadium
514,SETIA BUDI,-6.2196,106.8326,Epicentrum XXI,-6.2167082350713665,106.83487107583336,Multiplex
515,SETIA BUDI,-6.2196,106.8326,Starbucks Reserve,-6.215846471394305,106.8303575025412,Coffee Shop
516,SETIA BUDI,-6.2196,106.8326,Starbucks,-6.217986039132089,106.83524499937803,Coffee Shop
517,SETIA BUDI,-6.2196,106.8326,Liquid Exchange,-6.21811041597684,106.83542586530098,Restaurant
518,SETIA BUDI,-6.2196,106.8326,d'Consulate,-6.218770024009512,106.83525777311446,Diner
519,SETIA BUDI,-6.2196,106.8326,Avara Lounge,-6.21813605364088,106.83544215008686,Café
520,SETIA BUDI,-6.2196,106.8326,ESCALATOR coffeehouse,-6.2189734920847535,106.83695311761744,Coffee Shop
521,SETIA BUDI,-6.2196,106.8326,Mezza Cafe Aston Rasuna,-6.218505299053866,106.8364965587821,Diner
522,SETIA BUDI,-6.2196,106.8326,Sky Garden Cafe,-6.220898818743012,106.82903331318055,Café
523,SETIA BUDI,-6.2196,106.8326,Maxx Coffee Menara Lippo Kuningan,-6.216865445888053,106.83017758813041,Coffee Shop
524,SETIA BUDI,-6.2196,106.8326,The Lounge @ Epicentrum XXI,-6.2166757146546034,106.83499849325108,Lounge
525,SETIA BUDI,-6.2196,106.8326,Setiabudi Building,-6.216064741541737,106.82992242953863,Building
526,SETIA BUDI,-6.2196,106.8326,Grand Futsal Kuningan,-6.220764267119206,106.82877633281667,Soccer Field
527,SETIA BUDI,-6.2196,106.8326,Rasuna Icon,-6.22084468730151,106.82914935004847,Hotel
528,TEBET,-6.226016400000001,106.858396,Sarang Oci,-6.227948281855372,106.85643833818511,Manadonese Restaurant
529,TEBET,-6.226016400000001,106.858396,Gor tebet jakarta selatan,-6.229219606298139,106.85818616735065,Basketball Court
530,TEBET,-6.226016400000001,106.858396,Warunk Upnormal,-6.225836292534978,106.85756122677053,Café
531,TEBET,-6.226016400000001,106.858396,Burger King,-6.224728039897462,106.85502638989445,Fast Food Restaurant
532,TEBET,-6.226016400000001,106.858396,Sate Habib Kambing Muda,-6.225245667516681,106.86169682087196,Middle Eastern Restaurant
533,TEBET,-6.226016400000001,106.858396,Delicio,-6.227591908751913,106.857022811123,Bakery
534,TEBET,-6.226016400000001,106.858396,Alfamidi Asembaris,-6.228659166754913,106.85899993039484,Grocery Store
535,TEBET,-6.226016400000001,106.858396,Sambal Khas Karmila,-6.225753337456977,106.85741741215192,Indonesian Restaurant
536,TEBET,-6.226016400000001,106.858396,Cake Storage,-6.225786087905283,106.857569789413,Bakery
537,TEBET,-6.226016400000001,106.858396,Soto Ayam Surabaya H. Nandar,-6.228353531825773,106.85590348385966,Soup Place
538,TEBET,-6.226016400000001,106.858396,Fat Bubble,-6.228535393023481,106.856072157627,Dessert Shop
539,TEBET,-6.226016400000001,106.858396,Sleepless Owls,-6.226018014658086,106.85472189481781,Food Truck
540,TEBET,-6.226016400000001,106.858396,Foodtopia,-6.225422,106.854981,Indonesian Restaurant
541,TEBET,-6.226016400000001,106.858396,Dunkin',-6.225279878763074,106.85503266229891,Donut Shop
542,TEBET,-6.226016400000001,106.858396,Sate & Sop H. Mansur,-6.22500360204527,106.8620275120288,Indonesian Restaurant
543,TEBET,-6.226016400000001,106.858396,Kopitiam Oey,-6.227592633628846,106.85729742050171,Coffee Shop
544,TEBET,-6.226016400000001,106.858396,Snapy,-6.225519398144821,106.8549579286075,Paper / Office Supplies Store
545,TEBET,-6.226016400000001,106.858396,Smarapura Resto,-6.228675280740721,106.85636184726258,Asian Restaurant
546,TEBET,-6.226016400000001,106.858396,Q-tha photography,-6.229711709746383,106.8564030440085,Art Gallery
547,TEBET,-6.226016400000001,106.858396,Pizza Hut,-6.225081714913511,106.85530120561783,Pizza Place
548,TEBET,-6.226016400000001,106.858396,"Sate Taichan ""Goreng"" Tebet",-6.228475738220591,106.85568943619728,Satay Restaurant
549,TEBET,-6.226016400000001,106.858396,Bebek Kaleyo,-6.2257157276436335,106.85692090597084,Indonesian Restaurant
550,TEBET,-6.226016400000001,106.858396,Eat Happens Food Place,-6.228043843253326,106.85511965352538,Restaurant
551,TEBET,-6.226016400000001,106.858396,FISHBOMBER Seafood Cafe,-6.227029,106.8581,Seafood Restaurant
552,TEBET,-6.226016400000001,106.858396,Comic cafe - The citiscape,-6.228411343557009,106.85499380221488,Café
553,TEBET,-6.226016400000001,106.858396,Ouval Research Tebet,-6.226229985232548,106.85496391040219,Clothing Store
554,TEBET,-6.226016400000001,106.858396,Bakso Boedjangan Tebet Raya,-6.228873,106.85491,Indonesian Meatball Place
555,TEBET,-6.226016400000001,106.858396,Sambel Hejo Sambel Dadak,-6.229207856737709,106.85627890179057,Indonesian Restaurant
556,TEBET,-6.226016400000001,106.858396,DIVA TEBET™,-6.228568912158739,106.85514288005763,Karaoke Bar
557,TEBET,-6.226016400000001,106.858396,Sop Duren Addict,-6.2270935604599975,106.85499848405968,Dessert Shop
558,TEBET,-6.226016400000001,106.858396,Resto Dapur Buntut,-6.224968408132574,106.86191842197073,Asian Restaurant
559,TEBET,-6.226016400000001,106.858396,Martabak Boss,-6.227008182650803,106.85477375527503,Snack Place
560,TEBET,-6.226016400000001,106.858396,Kompleks Gudang Peluru,-6.229964229345504,106.85999687981183,Housing Development
561,TEBET,-6.226016400000001,106.858396,Dunkin Donuts Tebet,-6.224794074624328,106.85407799004442,Bakery
562,TEBET,-6.226016400000001,106.858396,Pempek Palembang 161 Tebet,-6.227772822186076,106.85503305773857,Asian Restaurant
563,TEBET,-6.226016400000001,106.858396,Warung Desa,-6.224915264127925,106.85651947594553,Asian Restaurant
564,TEBET,-6.226016400000001,106.858396,DIVA Karaoke Family Tebet,-6.225150816846953,106.85514830337284,Karaoke Bar
565,TEBET,-6.226016400000001,106.858396,Sedap Wangi,-6.224755459383443,106.854144021966,Bakery
566,TEBET,-6.226016400000001,106.858396,Endorse Delight Store,-6.227881751017987,106.85479511786173,Boutique
567,TEBET,-6.226016400000001,106.858396,Cibiuk Sunda Resto,-6.224685410737298,106.85460121330703,Sundanese Restaurant
568,TEBET,-6.226016400000001,106.858396,Circle K,-6.229297,106.858213,Convenience Store
569,TEBET,-6.226016400000001,106.858396,Rumah Tebet Cafe,-6.226931182251919,106.85483137801916,Pool Hall
570,TEBET,-6.226016400000001,106.858396,Bebek Ginyo,-6.227277282835515,106.8549206101981,Indonesian Restaurant
571,TEBET,-6.226016400000001,106.858396,Comic Cafe,-6.228387252201125,106.85518305715652,Café
572,TEBET,-6.226016400000001,106.858396,sushi-ya,-6.228552639103924,106.85510902972237,Sushi Restaurant
573,TEBET,-6.226016400000001,106.858396,Ayam Bakar Wong Solo,-6.225023499079236,106.8568624413363,Indonesian Restaurant
574,TEBET,-6.226016400000001,106.858396,DeJons Burger & Torry Coffee,-6.228006630073214,106.85520162558619,Burger Joint
575,TEBET,-6.226016400000001,106.858396,Diva Family Karaoke,-6.22853967734489,106.85513818798619,Karaoke Bar
576,TEBET,-6.226016400000001,106.858396,STABET - Nasi Jamblang Tulen,-6.225971436223454,106.85806979970633,Restaurant
577,TEBET,-6.226016400000001,106.858396,Dunkin',-6.225280726421226,106.85505696054527,Donut Shop
578,TEBET,-6.226016400000001,106.858396,Alfamidi,-6.226154518139389,106.85910126398072,Convenience Store
579,TEBET,-6.226016400000001,106.858396,Stasiun Tebet,-6.226204783574351,106.85838672957236,Train Station
580,TEBET,-6.226016400000001,106.858396,Circle K,-6.226210607749533,106.85480256664526,Convenience Store
581,TEBET,-6.226016400000001,106.858396,Circle K,-6.2263022575359175,106.85482503952653,Convenience Store
582,TEBET,-6.226016400000001,106.858396,Mie Ayam Senjaya,-6.228360523860491,106.85604210647844,Noodle House
583,TEBET,-6.226016400000001,106.858396,Ayam Bakar Mas Mono,-6.228246558950699,106.85544144266127,Indonesian Restaurant
584,TEBET,-6.226016400000001,106.858396,Bakso Gondrong,-6.227834372892985,106.85643574942665,Indonesian Meatball Place
585,TEBET,-6.226016400000001,106.858396,Sushi Obama,-6.228258765933916,106.85547363153754,Sushi Restaurant
586,TEBET,-6.226016400000001,106.858396,Venice Cafe Tebet,-6.228355153191326,106.8557908476971,Café
587,TEBET,-6.226016400000001,106.858396,Jalan Kampung Melayu Kecil III,-6.224574002178071,106.86050536905367,Dog Run
588,TEBET,-6.226016400000001,106.858396,Bloop,-6.226501198339743,106.85495140204256,Boutique
589,TEBET,-6.226016400000001,106.858396,Endorse Distro,-6.227859271647666,106.85490489006042,Clothing Store
590,TEBET,-6.226016400000001,106.858396,Waroeng Ma' Kita,-6.225399319493874,106.86220720977357,Asian Restaurant
591,CAKUNG,-6.185562,106.94010949999999,SPBU Shell,-6.184535627583271,106.94450418339025,Gas Station
592,CAKUNG,-6.185562,106.94010949999999,"STAR ORANGE Executive Karaoke, Lounge & Live Music",-6.184367792230188,106.94361644806959,Lounge
593,CAKUNG,-6.185562,106.94010949999999,Cakung,-6.183888447643762,106.94254425279902,Neighborhood
594,CIPAYUNG,-6.3293992,106.9037389,MultiMedia Computer,-6.32677,106.9042509,Shop & Service
595,CIPAYUNG,-6.3293992,106.9037389,Ayam Bakar Pamul Restaurant,-6.3266034,106.90299,Restaurant
596,CIRACAS,-6.3296345999999994,106.8766039,Tanah abang,-6.331915195341717,106.87763384226135,Department Store
597,CIRACAS,-6.3296345999999994,106.8766039,Taman mahoni,-6.333209256230499,106.87467751849934,Playground
598,DUREN SAWIT,-6.2341378,106.9192472,Thamra Kurma,-6.2354465084136415,106.92279023190551,Mediterranean Restaurant
599,DUREN SAWIT,-6.2341378,106.9192472,Starbucks,-6.234872037721032,106.9217527169344,Coffee Shop
600,DUREN SAWIT,-6.2341378,106.9192472,Bakso Rusuk Radin Inten,-6.232358097748952,106.92249102888606,Indonesian Meatball Place
601,DUREN SAWIT,-6.2341378,106.9192472,Bakso Rusuk Solo,-6.232480741315562,106.92225448529659,Indonesian Meatball Place
602,DUREN SAWIT,-6.2341378,106.9192472,Indomaret,-6.2361476298327885,106.92246243696071,Convenience Store
603,JATINEGARA,-6.2149760999999994,106.8703405,Pusat Batu dan permata Rawa bening Jatinegara,-6.216151171674131,106.86983138595205,Jewelry Store
604,JATINEGARA,-6.2149760999999994,106.8703405,Toko Prapatan,-6.216740465412823,106.86705856289315,Arts & Crafts Store
605,JATINEGARA,-6.2149760999999994,106.8703405,Jakarta Gems Center (JGC),-6.215970851636897,106.86900125367978,Jewelry Store
606,JATINEGARA,-6.2149760999999994,106.8703405,RM Sederhana,-6.218169215952016,106.87020564730668,Indonesian Restaurant
607,JATINEGARA,-6.2149760999999994,106.8703405,Cafe Zamrud,-6.219320225905451,106.87118259047226,Asian Restaurant
608,JATINEGARA,-6.2149760999999994,106.8703405,Dunkin',-6.2150244716439,106.87028632461897,Donut Shop
609,JATINEGARA,-6.2149760999999994,106.8703405,Sop & Sate kambing Bang Dudung Kp.Melayu,-6.211529866937999,106.87100089634482,Food Truck
610,JATINEGARA,-6.2149760999999994,106.8703405,KFC,-6.215080211284459,106.87085106660396,Fast Food Restaurant
611,JATINEGARA,-6.2149760999999994,106.8703405,Bubur sukabumi jatinegara,-6.216848936463716,106.86700283468139,Asian Restaurant
612,JATINEGARA,-6.2149760999999994,106.8703405,Hoka Hoka Bento,-6.218342536668436,106.86749110967001,Japanese Restaurant
613,JATINEGARA,-6.2149760999999994,106.8703405,Ayam Goreng Bu Haji,-6.216458107118565,106.8702632739554,Asian Restaurant
614,JATINEGARA,-6.2149760999999994,106.8703405,Loving Hut Jatinegara,-6.218453780500594,106.86852081785153,Vegetarian / Vegan Restaurant
615,JATINEGARA,-6.2149760999999994,106.8703405,Jakarta Gems Centre,-6.216019877728072,106.86995610150326,Jewelry Store
616,JATINEGARA,-6.2149760999999994,106.8703405,Pasar Rawa Bening Pusat Batu Permata,-6.21543694868335,106.87100089634482,Jewelry Store
617,JATINEGARA,-6.2149760999999994,106.8703405,Stasiun Jatinegara,-6.2150457456993164,106.87077038909196,Train Station
618,JATINEGARA,-6.2149760999999994,106.8703405,order 'N buy. Toys & figure online store,-6.217549,106.872639,Toy / Game Store
619,KRAMAT JATI,-6.2754768,106.8703757,Bakmi Surya Kramat Jati,-6.272413659378513,106.86721844585993,Noodle House
620,KRAMAT JATI,-6.2754768,106.8703757,RS Pusdikkes Kodiklat TNI AD,-6.277033110573386,106.86913955693095,Hospital
621,KRAMAT JATI,-6.2754768,106.8703757,Rumah Makan Surya,-6.2723822212483435,106.86728280889467,Chinese Restaurant
622,KRAMAT JATI,-6.2754768,106.8703757,Sea Food Nasi Uduk 21 Mustika,-6.279898957058429,106.8710527605088,Seafood Restaurant
623,MAKASAR,-6.2693413,106.8888175,RM.Sederhana Lintau 88 MuBa,-6.269212778824395,106.88924051999443,Indonesian Restaurant
624,MAKASAR,-6.2693413,106.8888175,"Bebek Koali ""Budiyono""",-6.267513446986169,106.89133255081946,Asian Restaurant
625,MAKASAR,-6.2693413,106.8888175,Citilink Lounge,-6.266654,106.886237,Airport Lounge
626,MAKASAR,-6.2693413,106.8888175,Bebek Goreng H. Yogi,-6.266374751299404,106.89162647403579,Indonesian Restaurant
627,MATRAMAN,-6.203624,106.86457859999999,Pizza Hut,-6.20238,106.863062,Pizza Place
628,MATRAMAN,-6.203624,106.86457859999999,KFC,-6.199892144853268,106.86264515730107,Fast Food Restaurant
629,MATRAMAN,-6.203624,106.86457859999999,Kantin SMAN 31 Jakarta,-6.2023187482105975,106.86508269642496,College Cafeteria
630,MATRAMAN,-6.203624,106.86457859999999,Baso Pakde SAM,-6.2062704,106.8647136,Dumpling Restaurant
631,MATRAMAN,-6.203624,106.86457859999999,Jl. Kayumanis 1 Baru,-6.202405460804456,106.8607262618744,Dog Run
632,PASAR REBO,-6.32497275,106.8533759,D'almond Cake and Bakery,-6.3270631884970445,106.8502669816622,Bakery
633,PASAR REBO,-6.32497275,106.8533759,"Bakso Sehat Bakso Atom ""Kalisari""",-6.327128755728719,106.85016772070571,Noodle House
634,PASAR REBO,-6.32497275,106.8533759,Salon Twins,-6.324255993501031,106.8506669998169,Cosmetics Shop
635,PASAR REBO,-6.32497275,106.8533759,Dapur Sambal,-6.327812911380809,106.85011619108508,Indonesian Restaurant
636,PULO GADUNG,-6.1911085,106.8906053,Stadion Atletik Rawamangun,-6.19229658344672,106.88894659983875,Athletics & Sports
637,PULO GADUNG,-6.1911085,106.8906053,Warung Tekko Rawamangun,-6.193421418085801,106.89299869702727,Indonesian Restaurant
638,PULO GADUNG,-6.1911085,106.8906053,Quiznos Sub,-6.193680055155834,106.88740819800417,Sandwich Place
639,PULO GADUNG,-6.1911085,106.8906053,Dunkin',-6.19364902369864,106.89046713478041,Donut Shop
640,PULO GADUNG,-6.1911085,106.8906053,Bebek Kaleyo,-6.193260828978949,106.89281481919114,Indonesian Restaurant
641,PULO GADUNG,-6.1911085,106.8906053,Bakso Bakwan Malang Cak Su,-6.18849,106.894142,Indonesian Restaurant
642,PULO GADUNG,-6.1911085,106.8906053,ACE Hardware,-6.193589552506986,106.89414556414552,Hardware Store
643,PULO GADUNG,-6.1911085,106.8906053,Chatime,-6.193579136299486,106.89406009105275,Bubble Tea Shop
644,PULO GADUNG,-6.1911085,106.8906053,NoMiNoMi Delight,-6.193627172328452,106.89304620628283,Dessert Shop
645,PULO GADUNG,-6.1911085,106.8906053,Nasi Uduk OK,-6.195073986074113,106.89124939142893,Indonesian Restaurant
646,PULO GADUNG,-6.1911085,106.8906053,Pizza Hut,-6.193132212908711,106.89213125841889,Pizza Place
647,PULO GADUNG,-6.1911085,106.8906053,Pizza Hut,-6.189159836271274,106.8871485082746,Pizza Place
648,PULO GADUNG,-6.1911085,106.8906053,Richeese Factory,-6.194016494192664,106.89066410064697,Fast Food Restaurant
649,PULO GADUNG,-6.1911085,106.8906053,Circle K,-6.194262,106.891341,Convenience Store
650,PULO GADUNG,-6.1911085,106.8906053,Starbucks,-6.1952715,106.89136,Coffee Shop
651,PULO GADUNG,-6.1911085,106.8906053,Circle K,-6.1947540993080565,106.89154578919377,Convenience Store
652,PULO GADUNG,-6.1911085,106.8906053,SUSHI MIYABI  OBe kitchen,-6.191805467296376,106.8915145718599,Café
653,PULO GADUNG,-6.1911085,106.8906053,Bakmi Golek,-6.194516002538647,106.8910976762709,Noodle House
654,PULO GADUNG,-6.1911085,106.8906053,Circle K,-6.194723123088056,106.89144205158149,Convenience Store
655,PULO GADUNG,-6.1911085,106.8906053,Circle K,-6.194633572743228,106.89126915566536,Convenience Store
656,PULO GADUNG,-6.1911085,106.8906053,HokBen,-6.193820801515202,106.89015686174031,Japanese Restaurant
657,PULO GADUNG,-6.1911085,106.8906053,Celsius Cafe & Grill,-6.191910850346784,106.89133257678769,Café
658,PULO GADUNG,-6.1911085,106.8906053,GOR Pulogadung (Rawamangun),-6.193433031105173,106.89113083902635,Athletics & Sports
659,PULO GADUNG,-6.1911085,106.8906053,Taman Arion Jakarta,-6.189358080826211,106.89116541817828,Garden
660,PULO GADUNG,-6.1911085,106.8906053,Bubur Ayam Cirebon Rawamangun,-6.195412438428488,106.89087797914975,Breakfast Spot
661,PULO GADUNG,-6.1911085,106.8906053,Arion XXI,-6.194045826251911,106.89018666744232,Multiplex
662,PULO GADUNG,-6.1911085,106.8906053,Bubur Ayam Cirebon,-6.19546166678241,106.89087277626732,Asian Restaurant
663,PULO GADUNG,-6.1911085,106.8906053,Hall Biru - GOR Pulogadung (Rawamangun),-6.192928200222075,106.88653185832926,Basketball Stadium
664,PULO GADUNG,-6.1911085,106.8906053,Kampus B Universitas Negeri Jakarta,-6.192333599459512,106.88823773513258,College Academic Building
665,PULO GADUNG,-6.1911085,106.8906053,McDonald's,-6.193803681491908,106.89017496870481,Fast Food Restaurant
666,PULO GADUNG,-6.1911085,106.8906053,Warung Léko,-6.193428219102255,106.89300045941154,Indonesian Restaurant
667,PULO GADUNG,-6.1911085,106.8906053,Nasi Goreng & Mie Goreng Cirebon Rawamangun,-6.195398228346822,106.89105591754843,Food Truck
668,PULO GADUNG,-6.1911085,106.8906053,A&W Rawamangun,-6.194762161202851,106.8911835310856,Burger Joint
669,CILINCING,-6.12901455,106.94445379999999,Parkiran PT NYK PUNINAR LOGISTICS INDONESIA,-6.130562373819747,106.94163346716421,Park
670,CILINCING,-6.12901455,106.94445379999999,Medan Fair Plaza,-6.133116306143598,106.94525357299472,Shopping Mall
671,KELAPA GADING,-6.15993785,106.90248259999998,Mapogalmaegi korean BBQ (마포갈매기),-6.1582407763579825,106.90189961525641,Korean Restaurant
672,KELAPA GADING,-6.15993785,106.90248259999998,Rumah Makan Padang Garuda,-6.159104312542046,106.90314297473711,Indonesian Restaurant
673,KELAPA GADING,-6.15993785,106.90248259999998,Ernie Mie Siram dan Jajanan Pasar,-6.161747452024625,106.90463256821067,Asian Restaurant
